airline_sentiment,text
negative,@jetblue waiting for flt 105 to Chicago. Why hasn't aircraft left buffalo yet?
negative,@united Why do I have to give up my leg room so these 4 people (not in my row) can fill the bin?  Pls start charging. http://t.co/2nY5TuXFqf
negative,"@SouthwestAir you are failing! Diverted, stuck and no communication! Make a decision and let us go!!!! 😞😡 flight #4229"
positive,@JetBlue thank you. We are finally at the gate.
negative,@USAirways hey guys!  Thanks for answering me and thanks for keeping me on hold for an hour on customer service at 12 pm PST!
negative,@JetBlue she's standing here on her cell no announcements no info #thismosaicnothappy
negative,@united where are our luggages? With a group and over 20 luggages are lost
negative,@usairways I've called for 3 days and can't get thru. is there some secret method i can use that doesn't result in you hanging up on me?
negative,@SouthwestAir has become like every other airline #crooked I can't believe they are taking over $500 #shouldwearmasks #shocked
negative,"@JetBlue Hey Jetblue, you Cancelled Flightled our flight from ST Maarten to JFK.  Stranded my family in the baggage area and lost my daughters luggage"
positive,@SouthwestAir this would be an awesome experience #DestinationDragons
neutral,#Real RT @JetBlue: Our fleet's on fleek. http://t.co/ERzht75kqZ
negative,@SouthwestAir very poor customer service thru out each of my cxl flights😔 I should've flew @Delta
negative,@united you guys suck!
negative,"@SouthwestAir doesn't care nor does SNA agent Jacquie Plitt, rude gal bad attitude! had 2 fly @USAirways 2 CABO thx http://t.co/VbUxfPCKfa"
negative,@USAirways 5 hours on the phone waiting for a call back to find my luggage #shameonyou
negative,i wish i was flying @USAirways ... @JetBlue Cancelled Flightled our flights tomorrow and never notified us #FlyUS #Ripoff
neutral,@SouthwestAir I will be writing in about the service via email. My company also transports well over 100 clients monthly via SW.
negative,"@JetBlue If your confirming to me that the rate won't go down again looks like I can't fly JetBlue this time around, can't afford that price"
neutral,@AmericanAir did you know that suicide is the second leading cause of death among teens 10-24?
negative,"@united your app says flight UA936 to #ZRH departed 2:45hrs Late Flight, but 5 hours Late Flightr we are still seating inside the plane in #IAD.  #failed"
positive,@SouthwestAir the new logo is going to look amazing on the airplanes
negative,"@AmericanAir that 2 hr wait became a 4 hr one. And y'all claimed to have sent an email. Yeah, that never happened. #FlyDelta"
negative,@jetblue any idea where the plane for flight 672 is coming from? I thought flight 305 from JFK but that wouldn't explain delay.
neutral,@USAirways - My guess is what happened in #Vegas ended up in #Philly #Sexy http://t.co/qgMfCB7yT4
negative,"@JetBlue You can pass that along to my wife, daughter, daughter's friend, my elderly mother-in-law.  They spent several hours waiting."
negative,@SouthwestAir had to rebook through Atlanta &amp; now drive to #Nashville. Had to pay ridiculous price difference. Bad weather good for business
negative,@AmericanAir This is getting a bit ridiculous when and you have made me miss 2 full days off work and had to pay for cabs back and forth
neutral,"@united Hi again, any updates here?"
positive,"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN"
negative,"@united That's still one day over my visa expiring on June 9, which is why I booked my flight on that day."
positive,@AmericanAir Thank you so much.
negative,"@USAirways you guys are the worst airline I've ever dealt with.  No notifications, no keeping customers updated.  Terrible service"
negative,@USAirways since when does a maintenance problem and missing flight crew equal delayed due to weather? I'm confused since we had sunny skies
negative,@united #bullying in the #workforce not ok. Get gate agents 2 work as a team. 2 against 1 is never cool. #Delays #flights #UnitedAirlines
positive,@SouthwestAir I managed to get sorted out over the phone. Good luck dealing with the snow in Texas!
positive,@AmericanAir Thanks guys got some sleep. Hang in there DFW with bad weather.
negative,@SouthwestAir what happend? Why did flight #668 get Cancelled Flighted for 2/22..I was on hold for over an hour and no help
negative,@USAirways you see now that is a lie.  They auto respond with insulting email. #sucks
negative,@AmericanAir 20 HS students from Ithaca NY stuck in Miami flts xld u won't rebook to get kids home use carrier alliance #rulesshouldbend
negative,@USAirways flight 1898 landed over 2 hours ago and they still haven't gotten to the gate.. What's the hold uppp 😭😭 #imtired #wannagohome
negative,@united AND my luggage has been broken!! #youcouldntmakethis up #brokenwheel
negative,"@SouthwestAir love how ""friendly"" your staff is when asking for updates on delayed flights causing missed connections. #horribleattitudes"
negative,@united trying to check in for tomorrow's flight. website keeps timing out. what's up?
negative,@USAirways @AmericanAir - Can flight #415 get the paperwork inputted?? We should have taken off an hour .. #sittingontheplane #hungry
neutral,@USAirways I’d suggest proper information dissemination to all staff on a more timely &amp; relevant schedule to prevent this in the future.
negative,"@USAirways - the worst! Hold time crazy, agents horrible, no accountability! #USAIRsucks"
negative,@SouthwestAir it would be nice if I could talk to an agent rather than get caught up w/ a promotion &amp; then be hung up on
negative,@USAirways customer service fail... Todays experience will ensure I do my best NEVER to utilize you again...
negative,@AmericanAir 3078 is overweight so you pull 2 dozen passengers off? Why not luggage? Seriously?
neutral,"@AmericanAir yes, I will do just that as soon as I have a moment to gather my thoughts."
negative,@JetBlue you're customer service is terrible. #NeverAgain #flywhonotblue
negative,"@USAirways husband tried to use dividends &amp; companion fair for emergency, transferred &amp; put on hold for over two hours gave up #disappointed"
neutral,@JetBlue  I would go back to Aruba. I flew out of JFK. #bestplanesever #bestflightever
positive,@JetBlue thanks for a speedy flight time recovery.
positive,@SouthwestAir Thx for the GRAND view today! FLT 3825 SEATAC to PHX. #GrandCanyon #Arizona #Wow #Love #Photography http://t.co/D7pQOUAtdF
positive,@united that's great! pls let me know when u start!
positive,@JetBlue Thanks for the personalized customer service! #cannedtweet #autoresponse
negative,@united 3 phone reps. None could see I was rebooked so missed that flight.Told to go standby for a nonexistent Late Flightr flight. Did I hurt you?
negative,@SouthwestAir you're giving everyone tix for #DestinationDragons except for me and it's during my birthday!!!!
negative,@USAirways standby so far for two of us. With snow storm hitting Iowa tomorrow we could be stuck here for two days.
neutral,um wut “@JetBlue: Our fleet's on fleek. http://t.co/M4UWcPxtXJ”
neutral,“@JetBlue: We’re looking for our next #FlyingItForward flier from DC Tell us where you'd fly &amp; why http://t.co/MCSI0dzpnz” @geekandahalf
positive,@JetBlue Same exact flight too. Love JetBlue. Really want to fly with ya'll. But that's a little pricey for basic (not Mint). BOS to SFO.
negative,@USAirways Saying my friend missed her flight when she clearly sat next to me on the plane &amp; now you're Cancelled Flighting her flight home.. WTF!?
negative,@AmericanAir there's a direct from Miami w a seat but u rebooked niece Tuesday. Can't get through on phones? #customerservicefail
negative,@JetBlue a voucher.. I can't believe I took this risk. Not only was the plane terribly filthy and I had 15 screaming babies in my face..
neutral,"@JetBlue update on Flight 462 would be appreciated when you have time, thanks"
negative,@USAirways is anything being done to make Flight Attendants aware of AA member benefits? Embarrassing being argued with. Just happened.
negative,@united right... Are you guys charging for the air we breathe next?
negative,No JetBlue… Just… no “@JetBlue: Our fleet's on fleek. http://t.co/mB3IPGs8zQ”
negative,@VirginAmerica I'm pulling my hair out trying to book a flight with u. Your site doesn't work on iPhone or iPad.don't have a computer #help
neutral,"@AmericanAir and @CVGairport get it together, perfect combination for delays and Cancelled Flightlations"
